company,role,prepared_date,date_applied,requisition_url,resume_variant,cover_letter,status,follow_up_date,submission_timestamp,confirmation_id
Affirm,"Machine Learning Engineer II (Servicing ML)",2026-08-17,2026-08-17,https://job-boards.greenhouse.io/affirm/jobs/7719651003,applications/20260817-affirm-machine-learning-engineer-ii-servicing-ml/Joseph-Walker-Affirm-ML-Engineer-II-Servicing-ML.pdf,applications/20260817-affirm-machine-learning-engineer-ii-servicing-ml/Joseph-Walker-Affirm-ML-Engineer-II-Cover-Letter.pdf,Applied,,,
